user_id,latitude,longitude,session_duration,is_anomaly,hour_of_day,day_of_week,ip_first_octet,action_encoded,device_type_encoded
34,48.788464819823,2.256637316005299,1181,0,21,1,172,3,2
10,-23.57885815839677,-46.576855562847655,70,1,8,5,93,3,3
36,51.620224200771375,-0.1564792579170047,1085,0,12,1,172,0,0
14,19.486905276338483,-99.15292911591183,240,1,15,5,198,3,1
31,51.42486321402757,-0.09275288692769615,944,0,20,2,10,0,1
48,37.78664070433978,-122.32849901960194,1070,0,17,2,10,2,0
15,40.636066075900864,-73.86619836458324,1206,0,2,6,192,3,2
8,37.85448586615941,-122.42029617867809,1241,0,18,1,172,0,2
14,48.841668110410076,2.316409506556569,373,0,18,6,172,3,1
23,37.780386631959395,-122.42859680777045,367,0,20,3,192,1,1
40,-33.84311022932097,151.1945816669491,100,1,19,6,93,3,3
21,51.57814818457483,-0.12154769844167765,1440,0,13,5,192,3,1
16,-33.881640851396284,151.26051432908898,165,1,15,6,93,0,0
45,-33.94992618150989,151.22634941761387,94,1,23,6,198,1,0
18,37.77617856682048,-122.48994252652028,1306,0,9,2,172,3,1
47,35.59077483602157,139.70081725014705,1182,0,8,2,172,3,0
24,55.80393953451753,37.62592792148172,78,1,4,5,203,3,1
26,51.59323288882273,-0.10575159090693656,939,0,13,0,172,1,2
25,40.77529026597056,-73.98498377064078,1765,0,14,0,172,3,0
45,40.6990095217199,-74.05887656257167,1096,0,10,4,10,0,1
41,51.47722818725486,-0.1406561135623609,1298,0,2,4,10,1,0
29,48.92475765510534,2.390695977926483,524,0,3,5,172,3,0
15,40.72931595341213,-73.9624995046218,1465,0,22,4,172,3,2
45,19.458969185784625,-99.12010311944466,261,1,10,0,93,3,3
1,51.43246702992465,-0.07084212135691616,1651,0,3,6,192,2,2
25,40.68987440762368,-73.95157298611888,1434,0,13,1,172,1,1
7,35.73546051457554,139.6167980403222,1703,0,19,1,10,0,2
9,48.9040858040298,2.334150626037205,1404,0,23,0,192,0,2
24,48.838848383617666,2.3650736617291326,1471,0,15,3,10,2,0
1,51.521623629458475,-0.1258724242324554,1262,0,18,6,172,3,2
44,48.7898855992222,2.3461276680257828,1274,0,2,4,10,2,2
8,37.88882393640942,-122.5586002114401,1451,0,8,4,10,1,0
24,48.90008702201142,2.405056246667815,620,0,17,0,10,2,0
11,51.43948261403569,-0.1512719456704773,1337,0,1,6,10,0,0
17,35.62616414210284,139.7429982688656,414,0,17,0,192,1,2
8,55.81095126333889,37.67487126872324,210,1,9,2,203,1,0
35,40.71883236129974,-73.94039540251252,839,0,22,3,172,3,1
35,40.7123881716469,-73.93804211863947,1313,0,15,0,172,2,2
33,37.76746517879439,-122.45336209583567,1510,0,0,2,172,0,0
5,40.8033475133166,-74.00704243803325,1073,0,7,1,10,1,1
42,35.63126000458788,139.6048183051255,1563,0,22,0,192,2,2
39,-23.595828933650953,-46.59107788244853,190,1,16,4,203,3,0
41,51.50245685614774,-0.012902051200145856,882,0,14,1,172,1,0
28,37.83420890911621,-122.4065430934953,956,0,12,3,172,0,2
7,19.502794877059916,-99.15797536682348,41,1,4,6,198,3,3
9,48.763860709792034,2.302720847121263,357,0,22,4,192,1,0
8,55.76316039146848,37.606172926391444,33,1,10,3,203,3,0
12,35.717420769412875,139.64406931093282,562,0,3,5,10,1,0
34,-33.831398263701914,151.28434858152823,197,1,14,1,93,3,3
33,37.76851520746946,-122.39164273556445,1014,0,20,5,10,2,0
48,-33.95653934202876,151.20310530106298,23,1,13,6,198,0,1
23,37.7133020937127,-122.41213866114353,1580,0,10,5,172,0,0
24,48.86839998783387,2.3638338178956895,998,0,5,2,192,2,1
37,35.65219387051019,139.76522344308674,1079,0,15,1,10,1,2
35,40.649398924417845,-74.07245729135808,499,0,22,1,192,0,0
44,48.93934891878683,2.3169860434705054,1176,0,9,1,172,1,2
40,40.66556546562318,-73.89085440511384,1006,0,21,0,192,3,0
22,35.72548613584118,139.62057677259307,1031,0,7,5,10,1,0
27,35.68707539528468,139.74759356424138,1143,0,5,3,192,2,0
35,40.74738103404754,-73.94169257724468,1019,0,17,3,192,2,1
1,51.54764015893669,-0.08128733270232294,415,0,8,4,192,3,2
35,-33.86681291520448,151.20986742394882,135,1,15,4,93,0,3
37,-33.85544748073258,151.24602264037253,136,1,19,2,93,3,0
47,35.66203423420837,139.65640269672514,780,0,20,5,10,1,0
14,1.3365827192022008,103.82558424109973,169,1,3,3,198,3,0
3,37.71235018345091,-122.28910112665201,1513,0,18,2,192,3,1
1,51.47075299406105,-0.14587303623797154,473,0,18,0,172,3,1
5,40.67183678032226,-73.97521456254178,1709,0,17,6,172,2,2
26,1.3422998684378835,103.77160962449514,43,1,6,4,203,3,3
14,48.889444168311215,2.3917824573961393,924,0,13,0,10,1,1
39,48.85325618377614,2.319018702430896,534,0,11,3,172,1,1
27,-23.440946699722012,-46.61629661847374,182,1,23,4,203,3,0
9,48.79289655075233,2.4229020230501384,647,0,21,6,192,3,2
15,40.67001126252937,-73.8689060829865,340,0,9,4,172,2,2
15,40.71678289287638,-73.95533419819724,1402,0,18,0,192,1,2
26,19.328599121957655,-99.1974070442045,176,1,20,4,198,3,0
42,-23.483807019011962,-46.617409246718545,29,1,3,2,203,3,1
13,37.877019821135704,-122.39514124473851,1243,0,15,5,10,2,0
32,35.68346481198705,139.7359786995411,1647,0,14,3,172,3,0
39,19.483106849961274,-99.14301305996382,226,1,13,3,203,2,3
49,48.80189479497508,2.233619216761725,1463,0,3,2,192,3,0
32,35.65431671650987,139.59098324523893,1354,0,17,2,10,1,1
4,48.98648523216172,2.3196814527964986,1162,0,4,5,172,0,0
30,40.67891454971875,-74.08206224372944,846,0,14,6,172,2,0
37,35.66288413357387,139.61707325351787,341,0,6,2,10,1,1
23,37.86178647143723,-122.41097619202925,1725,0,19,4,172,2,0
39,48.85615679886718,2.34546636229587,1261,0,13,4,192,0,1
45,40.75210874600946,-74.02861640828172,1504,0,21,4,10,3,0
15,40.74616030467659,-73.92530150896363,345,0,4,3,192,1,2
43,37.79790375051498,-122.43188656414125,948,0,11,0,10,3,1
29,48.808927041451405,2.3384438006826462,1073,0,21,2,192,1,2
36,51.53555394369862,-0.20442636709586606,1468,0,22,2,172,2,0
13,37.816477137885464,-122.40901936558859,1099,0,14,2,192,2,1
32,35.66874054201207,139.61732932942743,960,0,17,1,172,3,0
7,35.65238111495153,139.68016530207325,1472,0,0,5,172,2,2
22,-23.556910576304755,-46.65835699836393,60,1,11,6,203,2,0
28,37.798328174668576,-122.3939905111254,1300,0,2,6,10,0,0
2,35.6137412469338,139.67887403482882,504,0,2,2,172,0,0
42,19.557684910643022,-99.10971896053123,115,1,21,6,203,1,3
45,40.62784963975782,-73.99713123040803,988,0,17,2,172,1,2
6,51.41585923129031,0.030568583603207994,1317,0,6,0,172,0,1
28,37.886683734349226,-122.45269692413977,1329,0,15,4,192,1,0
28,37.66261664005031,-122.46331855935463,1666,0,23,0,192,0,0
44,48.84755046305301,2.264106812898013,995,0,7,6,192,3,1
44,48.85314887425019,2.3428210667864873,641,0,6,0,192,1,0
20,40.719057734853145,-73.9945177411531,1559,0,3,0,172,0,0
30,40.66451912000614,-74.04867070198749,913,0,16,2,10,0,0
11,51.5096796082235,-0.15934960649369737,1044,0,4,0,10,3,0
28,37.82027473842086,-122.41760527251161,1192,0,16,3,172,3,0
25,40.80605016169987,-73.96497587808643,713,0,3,4,10,2,2
39,48.91178569346953,2.3588283033982393,1317,0,8,0,192,0,2
33,37.78276807506452,-122.33283397100453,1601,0,23,6,172,2,2
1,51.488485355823144,-0.10046103229173801,454,0,20,1,172,1,1
27,35.66288812339193,139.63686819708062,1397,0,22,0,10,0,1
13,37.71645518671291,-122.45652571754285,738,0,23,2,172,0,2
41,51.46098652742918,-0.09808155955384153,888,0,6,5,172,1,1
3,19.484610296411184,-99.13793766867892,145,1,6,2,198,3,3
39,48.86808139650818,2.344576432244745,397,0,21,6,172,3,0
6,51.46686120400535,-0.08468684876015606,908,0,16,1,192,0,0
8,37.807526734687976,-122.5140272992652,1474,0,8,4,192,2,0
27,35.66204454993824,139.60619863293962,1123,0,5,3,172,3,2
9,48.83705307151674,2.318678421647687,762,0,21,6,192,2,1
37,35.673878981462934,139.63380426324332,1579,0,16,5,192,0,2
33,37.75734296530896,-122.36403057858305,488,0,13,1,192,2,1
42,35.704058933033465,139.61510526748498,1769,0,7,6,192,0,1
44,48.82882266335933,2.3767896527699803,1484,0,11,5,192,0,0
24,48.88112097858514,2.3220109880468964,494,0,2,5,10,2,0
15,40.70110046665489,-73.91365969799566,1512,0,11,5,172,0,2
32,35.64687259557393,139.74584022942292,989,0,2,0,192,1,2
32,35.73138334712629,139.73657081375276,859,0,1,2,172,0,0
24,48.82514640139653,2.343772206296862,437,0,1,2,10,0,2
41,51.48494180956122,-0.07146234040368984,1460,0,7,4,192,1,0
49,48.8282158113664,2.3887607746671433,1387,0,7,3,10,3,2
49,55.7897149705596,37.61489852346429,253,1,9,5,203,2,1
12,35.741132986708216,139.65568399348632,1174,0,23,4,10,1,2
39,48.898304285930415,2.327464831554111,729,0,19,6,192,1,0
2,35.64002815929466,139.68685727646286,1011,0,13,3,192,3,2
3,37.79644201221669,-122.40723461679357,457,0,1,5,192,0,1
49,48.83941558260311,2.4296604738263152,1634,0,12,5,192,2,1
37,35.62037070978731,139.59173284951345,918,0,1,0,172,3,1
49,48.903708325258194,2.3952048192071533,1333,0,16,4,10,3,0
17,35.693888138949596,139.63590238890484,914,0,7,1,192,0,2
49,48.88172110645952,2.4382415148559766,1186,0,14,2,172,1,0
2,35.80197731039371,139.56747931472623,1658,0,5,5,172,1,0
2,35.65525399403757,139.62621133685076,1405,0,14,0,192,3,0
28,37.85622597358498,-122.54346474932825,941,0,7,0,10,2,2
23,37.80059175965328,-122.43224051542094,709,0,11,6,192,1,0
37,35.758105637477385,139.7253519420002,1148,0,0,6,10,3,2
32,35.694475336741334,139.5713138464644,1123,0,19,3,10,2,1
33,37.74620552588325,-122.44261955383068,814,0,8,5,192,2,2
1,51.441077260277325,-0.0700707859070315,1579,0,1,0,192,2,2
19,48.78392867513628,2.4504663754226854,1355,0,11,3,192,2,0
2,-23.452358868297726,-46.65255301309298,242,1,15,5,198,2,1
44,19.44902476850649,-99.13681417390352,290,1,11,6,93,2,3
26,-23.505408759981915,-46.56956613307176,102,1,1,0,198,3,3
32,35.689099849606,139.67375583548903,338,0,11,1,192,1,0
6,51.47636978680302,-0.10596430165548307,1585,0,1,4,192,3,1
32,1.360238103946199,103.77421027556244,274,1,14,1,203,2,0
4,48.855898144532844,2.3330408741006963,682,0,11,0,172,2,0
11,51.476925220909095,-0.1851245603799784,1481,0,8,1,10,3,0
17,55.75892513666248,37.578276299683736,265,1,15,6,198,3,0
38,37.751344591384864,-122.36564378623913,736,0,6,6,172,0,2
24,48.88820580506342,2.3032616676069373,1653,0,18,4,172,0,1
5,40.73039455339532,-73.9993609650868,1257,0,16,4,10,2,1
34,48.94168481042667,2.421357250043614,848,0,12,5,10,0,0
6,51.43071256371451,-0.08474361655206994,1606,0,5,3,192,1,0
22,35.739459862581185,139.67826796043641,1391,0,11,4,10,2,2
11,55.73902939281529,37.73796969575586,232,1,10,3,198,3,0
48,37.807470464046354,-122.32057278631359,1459,0,7,3,10,1,0
16,51.57497392147367,-0.10459326698883481,1788,0,13,4,10,2,2
33,37.74591495442632,-122.42060524390762,1583,0,7,5,10,0,1
9,48.84550437736032,2.2914740522175365,422,0,23,1,192,2,1
6,55.78831407874799,37.695667650097974,277,1,20,5,203,1,0
16,51.49248482527243,-0.019617175038763132,710,0,2,5,172,0,1
29,48.77872086070691,2.40491817741936,1046,0,18,2,192,0,1
3,37.85847601177027,-122.42960152904905,1247,0,7,4,10,3,1
20,40.70349717474286,-73.95386174120777,602,0,3,6,172,2,2
36,19.457899555497978,-99.23307056717297,133,1,16,3,93,3,1
19,55.71363134227303,37.61662252259763,87,1,9,4,198,2,0
26,51.438915091015744,-0.15150871582149517,1703,0,10,0,172,1,0
3,37.70766572873781,-122.43790853152767,914,0,12,3,10,1,2
19,48.83976886363394,2.3697877338296855,1191,0,21,0,192,2,0
20,19.428012033800027,-99.10806051394796,220,1,16,5,93,0,3
32,35.6953772003737,139.7018669997132,952,0,5,1,172,3,0
7,35.719889152048005,139.68870619175672,431,0,9,1,192,1,0
41,51.662643371423336,-0.11042986816788355,1598,0,15,6,10,0,0
33,37.90457857519294,-122.3987890798878,716,0,2,0,10,2,1
40,40.70865745425971,-74.02465825911067,1144,0,8,1,192,3,2
39,48.932086289922424,2.434225169644397,846,0,6,5,10,1,0
18,37.804889192798235,-122.36272266127486,887,0,7,5,10,3,0
40,40.648938976703846,-74.0834389911256,1623,0,16,6,172,0,0
1,51.56971634428987,-0.13414057489515108,628,0,18,6,172,2,2
11,51.54486512086987,-0.1636643974978039,825,0,10,3,172,0,1
28,37.85774942348524,-122.49642093359445,1706,0,3,2,172,3,2
25,19.363320745675868,-99.06098442081438,130,1,18,6,203,3,3
50,40.582307910350856,-73.98707155659525,1131,0,15,4,172,2,1
23,37.76953370022017,-122.45619759595999,788,0,13,0,10,2,1
31,51.497403007570476,-0.1701761746544905,532,0,13,3,172,3,0
30,1.4292127973024251,103.91002485441808,86,1,6,2,93,3,3
42,35.64191312066058,139.6640762438734,693,0,0,2,192,1,2
35,-33.9350538235468,151.26295260795018,24,1,3,0,93,0,1
7,35.728550458732165,139.6355368883646,802,0,12,6,192,3,0
16,51.50824425292099,-0.13248827247613354,935,0,8,6,10,0,0
26,51.426477108315986,-0.05049979261999364,1250,0,19,2,172,2,1
48,37.73655233805588,-122.4574074636129,1294,0,2,4,10,0,0
49,48.849079007276906,2.401977429268114,1446,0,14,3,172,2,0
2,19.4030348392454,-99.23080926107018,233,1,19,1,93,3,0
1,-23.594849903036476,-46.61209297904605,226,1,5,5,203,2,3
48,19.54208751439046,-99.19619599831866,28,1,12,0,203,3,1
12,35.61137491162596,139.57467022495806,713,0,7,4,10,3,0
5,40.630963750435036,-73.94571542699593,626,0,3,3,10,3,1
37,35.75093442876822,139.659187794679,858,0,21,4,192,0,0
32,35.652814361392956,139.73985718934313,579,0,15,6,10,1,0
9,48.86529540208283,2.4066718354680217,359,0,23,0,192,3,1
41,51.481577552913905,-0.1255878072888113,829,0,21,0,10,2,2
35,40.65093291772765,-73.97453755140532,868,0,15,1,172,3,1
19,48.86614688753867,2.3074718383793105,1648,0,19,5,172,1,0
48,37.73084464252368,-122.33860207483306,1427,0,21,0,10,1,1
16,51.605983437523086,-0.13845676683336605,660,0,0,3,192,2,0
3,37.77828767863811,-122.39939427626759,1619,0,16,4,10,0,0
20,40.72020158790799,-74.08971488602693,386,0,13,6,172,3,2
24,19.45399353385952,-99.23759445173003,258,1,9,3,203,3,1
33,37.73826579043712,-122.39412864266876,340,0,17,3,10,3,0
24,48.88659971039624,2.3116963457895254,413,0,3,6,10,2,1
11,-33.89172184700934,151.17960817455008,52,1,2,3,198,2,1
49,55.750657791843196,37.61596028266822,170,1,7,6,93,2,0
8,37.80832340647646,-122.44524484314448,1532,0,6,0,192,1,1
36,51.526069809595676,-0.10244921177564043,910,0,6,2,10,1,2
38,37.784814468868596,-122.43238029112247,430,0,9,0,172,3,0
40,40.72183227321377,-73.96841298633032,1133,0,8,6,192,1,2
20,40.75475924338582,-73.91523136575866,1044,0,12,0,192,3,1
35,40.66329868818469,-74.02800036954977,1675,0,0,2,172,3,1
48,37.69422656698658,-122.3728495267836,1646,0,1,6,172,1,0
25,40.69607462468216,-73.99569045089854,484,0,22,2,10,1,1
35,40.68258307152767,-74.0223351997489,1112,0,8,1,172,1,0
25,40.773959505271336,-73.9712883294757,1783,0,17,0,192,0,0
29,48.85102389711705,2.39059069597382,587,0,8,6,172,2,2
18,37.814395004001895,-122.43897127583433,783,0,15,6,10,3,2
46,51.43394602196819,-0.17275808135010196,529,0,21,4,192,2,0
18,37.70787356983087,-122.36117826770035,1469,0,20,1,192,0,1
2,55.82270576082239,37.69661869400795,266,1,18,4,198,3,0
35,40.61182222255114,-73.95242995448132,547,0,6,0,172,3,0
16,51.61800956546923,-0.07220061430946775,1368,0,19,0,172,2,1
41,51.39983851910646,-0.039385084580161406,1660,0,14,0,10,2,1
36,51.50948445185659,-0.13941995532502358,1488,0,1,5,172,1,1
33,37.797454764829155,-122.47185034612852,1375,0,9,4,172,2,0
4,48.85673911854608,2.4332214822552034,815,0,7,1,192,2,1
33,37.806019843526165,-122.41647992639486,1316,0,18,0,172,0,0
14,48.86108040799638,2.2931303008350596,484,0,1,6,192,2,1
21,51.499900605430014,-0.20951476678148837,787,0,13,4,10,1,2
48,37.826022047619695,-122.52868552412376,1528,0,18,4,172,2,0
20,40.75554501898104,-73.9570294549583,550,0,12,6,10,3,2
8,19.49853823078636,-99.12885704184191,170,1,13,4,93,3,3
7,35.722031423307875,139.6423126679817,974,0,17,6,172,0,0
3,37.71556514411561,-122.3428633803731,1496,0,1,3,192,1,2
17,35.67135570851925,139.57982443412632,1098,0,20,1,192,1,2
33,37.751559252710514,-122.4407662341284,783,0,18,0,192,2,0
48,37.797984845906214,-122.30204762583136,1166,0,4,2,172,1,0
12,-33.84267906933587,151.21964219259985,121,1,22,0,93,0,1
22,35.79898880997813,139.69924467699562,595,0,12,1,192,0,2
22,35.68891246020675,139.62632940705907,518,0,22,1,172,0,1
46,51.52321000381023,-0.13111952020465684,658,0,3,1,192,1,0
30,40.71737170637795,-73.94027987876153,738,0,3,6,10,1,2
38,37.74788389084313,-122.39372296459182,862,0,0,1,10,2,1
38,37.822346999491884,-122.45250562584121,1200,0,5,4,192,0,1
45,40.67166892922555,-74.01351709612905,1136,0,3,1,10,2,1
8,37.75181852048718,-122.36178336956291,820,0,10,5,10,0,0
27,-23.600588413928232,-46.629876431573564,38,1,23,4,93,3,3
27,35.80350241667023,139.6709528266893,1304,0,6,4,172,0,1
34,48.88556450721524,2.410234124784856,1392,0,12,6,192,2,2
21,51.484252546728726,-0.1818709814372702,1067,0,2,3,10,1,0
30,40.72162556380814,-73.99272980858257,1732,0,15,6,172,1,0
33,1.271189460264342,103.83855359573414,67,1,13,6,93,2,1
28,37.828392524935055,-122.4650474036512,948,0,13,6,10,2,1
47,35.69797779241874,139.69491318301849,1417,0,6,2,172,3,2
33,1.381433910426504,103.85385031193708,226,1,18,5,203,3,0
5,40.700559987909685,-74.06237521688703,1272,0,7,5,10,0,2
48,37.75254267688081,-122.44870285509353,1698,0,8,5,172,3,0
19,48.852587047689624,2.4068635452729965,804,0,20,2,172,0,2
4,48.79100799359179,2.3594125011408695,868,0,6,4,192,2,0
35,40.65962991772411,-74.04300234589114,596,0,0,1,172,1,1
49,48.884537037630594,2.292702747331715,1043,0,18,0,172,0,0
17,35.71291221448515,139.58269177766874,1273,0,8,6,192,2,0
44,48.88994902017191,2.2747234365210742,1765,0,18,6,10,1,1
28,37.74400936603717,-122.32457528084352,1053,0,21,6,172,2,2
30,40.798227318488344,-74.02662623262586,931,0,15,0,10,0,2
29,48.876098029301495,2.412403400944244,343,0,22,1,10,3,0
46,51.541464808721024,-0.1414732123227412,1621,0,16,2,172,0,1
6,51.46996823429818,-0.08439484285210351,1540,0,15,3,172,0,2
35,55.812335165430724,37.70308509171972,27,1,12,0,203,3,1
41,51.423037528827344,-0.19045623941005263,1656,0,10,5,10,2,1
37,35.73429618010736,139.5727234726625,411,0,23,0,10,0,2
24,48.9185274977456,2.3414533747007304,1714,0,18,6,10,0,0
29,48.83055430903317,2.3624714298135734,1675,0,15,5,192,2,1
49,48.789331577388225,2.393400741529917,790,0,4,3,10,3,1
46,51.59188184988473,-0.08427118920928792,818,0,20,6,172,1,0
31,51.49507456537229,-0.20470178538827205,1431,0,18,2,172,3,0
35,40.63782062718985,-74.07248216511196,1087,0,23,5,10,0,2
33,37.774286086144386,-122.41372999683637,933,0,14,2,172,2,0
21,1.39552217553705,103.72999855067584,195,1,14,1,198,2,3
32,35.74176051151962,139.68502031594727,1703,0,22,2,172,0,2
23,37.75855818534689,-122.4788880770866,549,0,23,5,172,1,1
33,37.83735703208456,-122.43440469806187,1395,0,16,2,192,1,0
3,37.77389905503278,-122.4002194014606,784,0,15,4,192,3,0
18,19.38694005471092,-99.14730902895127,236,1,7,1,93,2,1
25,40.75606584510102,-73.96779519607519,1095,0,16,1,172,0,1
42,35.71485536033477,139.59254101244298,316,0,23,4,172,0,0
31,51.49557098246354,-0.14761969175239026,1104,0,7,1,172,1,2
3,37.796158942113735,-122.40261710051755,823,0,0,1,192,2,0
40,40.72057136653715,-73.882713302229,916,0,9,2,172,2,0
46,51.49285969599279,-0.14819115430342722,484,0,20,5,172,3,1
24,48.798762516483194,2.2753076337035565,782,0,14,3,172,3,2
50,40.651784131139216,-74.04193409627216,909,0,12,3,10,1,1
32,35.741703654721896,139.65225819521808,730,0,7,4,10,0,0
47,35.685866533347635,139.6454863345899,628,0,15,1,172,2,2
22,35.69446504965109,139.72040360736088,1198,0,16,1,172,2,1
23,37.6752034581866,-122.35848313422073,1593,0,23,5,10,2,2
2,35.550448077373254,139.65171013557608,949,0,11,3,172,2,2
27,35.78579536773722,139.68433289697657,1619,0,0,0,172,1,2
42,35.694852946766034,139.75039729834015,1132,0,0,1,10,2,0
2,1.3169468550999428,103.84149837112325,27,1,15,0,203,2,1
26,-33.83989414512631,151.18317989328867,150,1,22,1,203,0,1
17,35.654494491025204,139.62311102833883,464,0,3,6,10,2,0
40,40.71716574870043,-73.97866541971143,1306,0,5,5,192,1,2
33,37.78106151364574,-122.3839269091285,1264,0,1,1,192,1,1
9,48.758142635701326,2.341287441812858,1145,0,9,5,10,2,0
43,37.72372903448247,-122.40431387436585,981,0,1,1,192,3,1
48,37.78924587143362,-122.42518110574787,1769,0,18,0,10,1,2
39,48.8821139505266,2.402090635913201,1165,0,14,3,10,0,1
29,-33.871826026115315,151.15671525559503,61,1,20,6,203,1,3
42,35.597137121454026,139.65210550876648,628,0,12,1,10,3,2
26,51.51949333507567,-0.17627619447599896,1730,0,2,2,172,1,0
35,19.468888341158152,-99.15614784429123,143,1,23,5,198,3,3
50,-33.951621643258555,151.27212181711727,269,1,8,5,198,2,0
25,40.76999939596011,-74.10677997183315,435,0,9,2,172,3,1
24,48.828469985917316,2.322120815929286,1020,0,7,1,172,1,2
13,1.4340744329708752,103.81483536449792,225,1,1,1,93,3,1
7,35.60140609009723,139.69440523911203,1533,0,17,2,192,1,2
36,1.290561222711696,103.80678297546392,290,1,17,5,93,2,0
45,40.674311556105955,-74.03402275491399,969,0,22,0,10,1,1
20,40.7596629044782,-73.9299334919334,1228,0,14,0,172,3,1
1,51.44368156268103,-0.09649617872460914,1723,0,13,3,172,1,1
8,37.7382623185155,-122.4544835955012,356,0,15,4,172,1,2
